iter	Passed	Remaining
537	11712	10095
538	11715	10057
539	11718	10019
540	11721	9981
541	11725	9944
542	11728	9907
543	11731	9869
544	11734	9832
545	11737	9795
546	11740	9758
547	11743	9721
548	11746	9685
549	11749	9648
550	11753	9612
551	11757	9577
552	11760	9540
553	11763	9504
554	11767	9469
555	11770	9433
556	11774	9398
557	11777	9362
558	11780	9327
559	11785	9292
560	11787	9257
561	11790	9222
562	11794	9187
563	11797	9152
564	11801	9118
565	11806	9084
566	11809	9050
567	11812	9015
568	11816	8981
569	11820	8948
570	11834	8922
571	11840	8890
572	11846	8859
573	11856	8829
574	11863	8798
575	11867	8766
576	11871	8733
577	11876	8700
578	11879	8667
579	11884	8635
580	11887	8602
581	11890	8569
582	11895	8537
583	11898	8504
584	11902	8472
585	11905	8439
586	11907	8406
587	11911	8374
588	11916	8343
589	11923	8314
590	11928	8283
591	11933	8252
592	11938	8221
593	11940	8188
594	11943	8156
595	11946	8124
596	11949	8093
597	11954	8062
598	11956	8031
599	11960	8000
600	11964	7969
601	11968	7939
602	11971	7908
603	11975	7877
604	11979	7847
605	11984	7817
606	11986	7786
607	11989	7755
608	11992	7725
609	11996	7694
610	11999	7664
611	12002	7634
612	12005	7604
613	12008	7573
614	12011	7543
615	12014	7514
616	12017	7484
617	12020	7454
618	12024	7424
619	12026	7395
620	12029	7365
621	12032	7335
622	12034	7306
623	12037	7276
624	12040	7247
625	12042	7218
626	12046	7189
627	12049	7160
628	12053	7132
629	12056	7103
630	12059	7074
631	12062	7045
632	12065	7017
633	12068	6988
634	12070	6960
635	12073	6931
636	12077	6903
637	12080	6875
638	12083	6848
639	12087	6820
640	12090	6792
641	12092	6764
642	12095	6736
643	12097	6708
644	12099	6679
645	12102	6652
646	12104	6624
647	12107	6597
648	12110	6569
649	12114	6543
650	12117	6515
651	12119	6488
652	12122	6461
653	12125	6434
654	12128	6408
655	12131	6380
656	12134	6354
657	12137	6327
658	12140	6301
659	12142	6274
660	12144	6247
661	12148	6221
662	12150	6194
663	12154	6168
664	12157	6142
665	12160	6117
666	12163	6090
667	12165	6064
668	12168	6038
669	12171	6012
670	12174	5987
671	12178	5961
672	12180	5935
673	12183	5910
674	12187	5885
675	12190	5860
676	12193	5834
677	12195	5809
678	12198	5783
679	12202	5759
680	12205	5734
681	12208	5709
682	12212	5684
683	12214	5659
684	12217	5634
685	12219	5609
686	12222	5584
687	12225	5560
688	12228	5535
689	12231	5511
690	12233	5486
691	12237	5462
692	12239	5437
693	12242	5413
694	12246	5389
695	12249	5365
696	12251	5341
697	12379	5371
698	12410	5359
699	12439	5346
700	12450	5325
701	12699	5406
702	13252	5614
703	13435	5664
704	13447	5643
705	13456	5619
706	13464	5596
707	13473	5572
708	13480	5548
709	13489	5525
710	13497	5501
711	13505	5478
712	13514	5455
713	13522	5431
714	13531	5408
715	13539	5385
716	13547	5362
717	13555	5338
718	13563	5315
719	13566	5290
720	13570	5265
721	13574	5241
722	13578	5216
723	13581	5191
724	13584	5167
725	13587	5142
726	13592	5118
727	13595	5093
728	13598	5069
729	13602	5044
730	13605	5020
731	13608	4996
732	13611	4971
733	13615	4947
734	13618	4923
735	13620	4899
736	13624	4875
737	13627	4851
738	13630	4827
739	13633	4803
740	13637	4779
741	13640	4755
742	13643	4732
743	13647	4708
744	13650	4685
745	13655	4661
746	13658	4638
747	13662	4615
748	13666	4592
749	13670	4568
750	13672	4545
751	13674	4521
752	13680	4499
753	13684	4476
754	13687	4453
755	13691	4430
756	13694	4407
757	13699	4385
758	13702	4362
759	13705	4339
760	13709	4316
761	13712	4294
762	13716	4271
763	13719	4249
764	13722	4226
765	13725	4203
766	13728	4181
767	13732	4159
768	13734	4136
769	13736	4113
770	13740	4091
771	13744	4069
772	13747	4047
773	13750	4025
774	13752	4003
775	13756	3981
776	13758	3959
777	13761	3936
778	13764	3915
779	13768	3893
780	13771	3871
781	13775	3849
782	13778	3828
783	13782	3806
784	13784	3784
785	13787	3763
786	13790	3741
787	13793	3720
788	13797	3699
789	13800	3677
790	13803	3656
791	13806	3635
792	13809	3613
793	13811	3592
794	13813	3571
795	13817	3550
796	13821	3529
797	13825	3508
