iter	Logloss	F1
433	0.2973808219	0.9041689226
434	0.2971486056	0.9046395239
435	0.2968298827	0.9048070413
436	0.2965540453	0.9043360434
437	0.2963458775	0.9045811873
438	0.2961368342	0.9047038091
439	0.295889338	0.9047038091
440	0.2956714452	0.9047038091
441	0.2953009469	0.9049491525
442	0.2949867076	0.9039869813
443	0.2947361639	0.9047038091
444	0.2945177214	0.9047038091
445	0.2943417825	0.9045811873
446	0.2942058392	0.9047038091
447	0.2939251708	0.9051490515
448	0.2936910651	0.905271717
449	0.2934748524	0.9057627119
450	0.2932843805	0.9058855438
451	0.2930378168	0.9048459346
452	0.2928147334	0.9054402388
453	0.2926057757	0.9058855438
454	0.2924258369	0.9064787205
455	0.2922694212	0.9066015996
456	0.2919543218	0.9067245119
457	0.2916955276	0.9068474576
458	0.2914338503	0.9067245119
459	0.2911578721	0.9067245119
460	0.2909787792	0.9067245119
461	0.2905403523	0.9066015996
462	0.2903132361	0.9064787205
463	0.2901231033	0.9066015996
464	0.2898010427	0.9067245119
465	0.2895361123	0.9067245119
466	0.2892290171	0.9069704367
467	0.2891049977	0.9069704367
468	0.2887264927	0.9070934491
469	0.2885027434	0.9068474576
470	0.2881783962	0.9075630252
471	0.287995866	0.9075630252
472	0.2877276464	0.9076860512
473	0.2872170421	0.9077841063
474	0.2870461186	0.9077841063
475	0.2868738092	0.9082531508
476	0.2866996961	0.9082531508
477	0.2864955302	0.9085489771
478	0.2861865559	0.9084259008
479	0.2859798462	0.9087952297
480	0.2856797942	0.9098049837
481	0.2854695193	0.9096328411
482	0.285185637	0.9099282135
483	0.2848568668	0.9110840438
484	0.2846088121	0.9109607578
485	0.2842975026	0.9112073633
486	0.2840666436	0.9113307161
487	0.2838657794	0.9110840438
488	0.2836407248	0.9112313938
489	0.2834572942	0.9112313938
490	0.2832073208	0.9114780726
491	0.2829427554	0.9113547165
492	0.2827053996	0.9112313938
493	0.2825185342	0.9112313938
494	0.2822774353	0.9112313938
495	0.2820289841	0.9114780726
496	0.2818470578	0.9114780726
497	0.2816016446	0.911601462
498	0.2813752004	0.9120953542
499	0.2811811035	0.9118483412
500	0.2810510979	0.911971831
501	0.280849075	0.911971831
502	0.2805640586	0.9122189109
503	0.2803822008	0.9120953542
504	0.280198844	0.9120953542
505	0.2799467622	0.9126371394
506	0.2797914264	0.9136203628
507	0.2795914533	0.9132259375
508	0.2794074988	0.9131023281
509	0.2791764084	0.9132259375
510	0.2789867543	0.9133495803
511	0.2787623496	0.9132259375
512	0.2784781962	0.9134732566
513	0.2782116392	0.9135969664
514	0.2779171387	0.9134732566
515	0.2777893077	0.9134732566
516	0.2775860513	0.9135969664
517	0.2773669516	0.9131083096
518	0.2771460016	0.9137207097
519	0.276916752	0.9137207097
520	0.2765479696	0.913968297
521	0.2762892154	0.9134797939
522	0.2760063804	0.915199133
523	0.2757607189	0.9147118644
524	0.2756215245	0.9147118644
525	0.2753803732	0.9145878525
526	0.2751487796	0.9149599891
527	0.2748265465	0.9156953104
528	0.274628417	0.9158194388
529	0.2744069626	0.9155712156
530	0.2742260757	0.9156953104
531	0.2740083753	0.9158194388
532	0.27380361	0.9158194388
533	0.2736424056	0.9159436009
534	0.2734033743	0.9158194388
535	0.2730667045	0.9159436009
536	0.2728374344	0.916192026
537	0.2723529394	0.9159436009
538	0.272081875	0.9160677966
539	0.2719392391	0.9160677966
540	0.2717917328	0.9163162892
541	0.271653327	0.9163162892
542	0.2714176299	0.916192026
543	0.2712842645	0.9162147505
544	0.2711133083	0.9163389831
545	0.2708139927	0.9164632493
546	0.2704539312	0.9173441734
547	0.2703021438	0.9174684917
548	0.2701556189	0.9177172292
549	0.2698913284	0.9178193653
550	0.2695724453	0.9175704989
551	0.2693224045	0.9176949153
552	0.269150242	0.9176949153
553	0.2689583472	0.9170056957
554	0.2686337429	0.9174237288
555	0.2683736026	0.9174237288
556	0.2682547688	0.9175481421
557	0.2680261291	0.9175481421
558	0.2678112057	0.9175481421
559	0.2676620442	0.9178193653
560	0.2674767762	0.9179438492
561	0.2671769791	0.9180683668
562	0.2669214303	0.9181929182
563	0.2667114951	0.9181929182
564	0.2664077132	0.9183175034
565	0.2661037307	0.9188016809
566	0.265938221	0.9191754814
567	0.2656369541	0.9180683668
568	0.265401249	0.9180683668
569	0.2652692812	0.9180683668
570	0.2648761507	0.9185667752
571	0.2646053119	0.9185667752
572	0.2643936481	0.9200488666
573	0.264192382	0.9196743555
574	0.2639572267	0.9195059047
575	0.2638386149	0.919359218
576	0.2638366828	0.919359218
577	0.2636940439	0.9195059047
578	0.2634661735	0.9192563441
579	0.2633029046	0.9195059047
580	0.263058501	0.9195059047
581	0.2628558982	0.9196307358
582	0.2626946663	0.9199457259
583	0.2624676797	0.9198804997
584	0.2622887736	0.9200054326
585	0.2620507038	0.9205702648
586	0.2618450938	0.9205702648
587	0.2616679129	0.9204452892
588	0.2614565532	0.921302578
589	0.2612866545	0.9214276021
590	0.2610032295	0.92243016
591	0.2608891482	0.92243016
592	0.2607277563	0.9225552692
593	0.2604204325	0.9229308005
594	0.2601834174	0.9230560456
595	0.2599014799	0.9231813246
596	0.2597328192	0.9236403092
597	0.2595642765	0.9238909239
598	0.2593621527	0.9238909239
599	0.2590804178	0.9240162822
600	0.2588789296	0.9240162822
601	0.2587110384	0.9241416746
602	0.2585394735	0.9237655996
603	0.2583762144	0.9237655996
604	0.2581326671	0.9238909239
605	0.2578310043	0.9247457627
606	0.2576665086	0.9247457627
607	0.257541316	0.9248915401
608	0.2572539862	0.9248915401
609	0.2571805241	0.9248915401
610	0.257040112	0.9248915401
611	0.2569238617	0.9250169492
612	0.2566341429	0.9253286353
613	0.2564640546	0.9253286353
614	0.2562047186	0.9254540526
615	0.2559784189	0.925203252
616	0.2559600005	0.925203252
617	0.2557817084	0.9255795039
618	0.2555855884	0.9255795039
619	0.2554831561	0.9257049892
620	0.2552750924	0.9253286353
621	0.2550811005	0.9259962049
622	0.2549600716	0.9261217297
623	0.2547788184	0.9251423922
624	0.2545584988	0.9258707142
625	0.2542053813	0.9259962049
626	0.2539577915	0.9259962049
627	0.2537679245	0.9258707142
628	0.2535977079	0.9262017603
629	0.2533950864	0.9262017603
630	0.2531825991	0.9254742547
631	0.2528957447	0.9258506168
632	0.2526594294	0.9261016949
633	0.2523953566	0.9261016949
634	0.2522034644	0.9268292683
635	0.25200678	0.9268292683
636	0.2517803902	0.9270805096
637	0.2515480428	0.9279328095
638	0.2513466812	0.9279328095
639	0.2509989391	0.9278071245
640	0.2507710356	0.9278071245
641	0.2505763382	0.9278071245
642	0.2504120213	0.9280585287
643	0.2502120574	0.9283489097
644	0.2499447285	0.9282231853
645	0.2497771222	0.9288034651
646	0.2496056327	0.9288034651
647	0.2495048542	0.9289291999
648	0.2493919292	0.9288034651
649	0.2491775135	0.9295088621
650	0.2490160906	0.9295088621
651	0.2488019485	0.9295088621
652	0.2487674761	0.9287841863
653	0.2485777563	0.9282037388
654	0.2483494594	0.9289291999
655	0.2482477635	0.9297604547
656	0.2480970326	0.9294706918
657	0.2479475264	0.929035753
658	0.2477651347	0.9291423926
659	0.2476081754	0.9290165267
660	0.2474099539	0.9291423926
661	0.2472272052	0.9297033726
662	0.2469506314	0.9306984299
663	0.2467572475	0.9299552906
664	0.2465250081	0.9302451578
665	0.2463152777	0.9318366243
666	0.2460765054	0.9316736572
667	0.2459145682	0.9321071139
668	0.2457727151	0.9321071139
669	0.2456132121	0.9316736572
670	0.2453769723	0.9315105577
671	0.2451632588	0.9323593074
672	0.2449887441	0.9323593074
673	0.2448108192	0.9323593074
674	0.2445915952	0.9324854553
675	0.2443706236	0.9319258357
676	0.2442549425	0.9319258357
677	0.2440885331	0.9321781508
678	0.2439223795	0.9324306026
679	0.2436317922	0.9323043596
680	0.2433963882	0.9324306026
681	0.2432213393	0.9325568797
682	0.2431053592	0.932972241
683	0.2429112569	0.9328459247
684	0.2427243301	0.932972241
685	0.2424862162	0.9328095367
686	0.2424074349	0.9328095367
687	0.2422874253	0.9328095367
688	0.242131822	0.9328095367
689	0.2420323166	0.9332430603
690	0.2418177834	0.9332430603
691	0.2416516373	0.9332430603
692	0.2414808339	0.9332430603
693	0.2412719017	0.9334958689
694	0.2411587477	0.9336223246
695	0.2409381921	0.9337488145
696	0.2407982508	0.9341641831
697	0.2405627569	0.9340376541
698	0.2402857103	0.9347414027
699	0.2401012572	0.934614864
700	0.2398997257	0.934614864
701	0.2397702268	0.9349032345
702	0.2395634406	0.9352829678
703	0.2392896478	0.9355886333
704	0.2392087568	0.9358766234
705	0.2390557664	0.9358766234
706	0.2389081006	0.9361644577
707	0.238711102	0.9361644577
708	0.2386180557	0.9361644577
709	0.238461009	0.9361644577
710	0.2382975898	0.9364177489
711	0.2380609596	0.9365444459
712	0.2378382442	0.9365444459
713	0.2377146498	0.9366711773
714	0.2374754923	0.9373901285
715	0.2373020477	0.9373901285
716	0.2371234356	0.9373901285
717	0.2368661323	0.9375169056
718	0.2367436997	0.9366368806
719	0.2365989555	0.9375169056
720	0.2364081801	0.9369247428
721	0.2362026193	0.9370515771
722	0.2360271724	0.9366711773
723	0.235856206	0.9367979429
724	0.2355661546	0.9362565976
725	0.2354202298	0.9371026647
726	0.2352229033	0.9372633856
727	0.2350523166	0.9373901285
728	0.2349766916	0.9372633856
729	0.2349299725	0.9373901285
730	0.2348358956	0.9373901285
731	0.2346438347	0.9375169056
732	0.2345131454	0.9372294372
733	0.2342323066	0.9372294372
734	0.2341166582	0.9372294372
735	0.2338130975	0.9377705628
736	0.2336003706	0.9377705628
737	0.2333937805	0.9377705628
738	0.2332582483	0.9377705628
739	0.2330343442	0.9378974428
740	0.2327683839	0.9380243572
741	0.2325770114	0.9380243572
742	0.2324617106	0.9380243572
743	0.2322665533	0.9380243572
744	0.2320945738	0.9380243572
745	0.231898368	0.9384053066
746	0.2316937345	0.9381178064
747	0.2315571165	0.9381178064
748	0.2313668926	0.9381178064
749	0.231190571	0.9383719355
750	0.2310054108	0.9386262024
751	0.2307840476	0.9389137207
752	0.2306719685	0.9390409103
753	0.2303307389	0.9391681344
754	0.2301376091	0.9391681344
755	0.2299529891	0.9388806071
756	0.2297566869	0.9388806071
757	0.2295945931	0.9391681344
758	0.2294447729	0.9395500136
759	0.2291345976	0.9398047722
760	0.228991338	0.9399322034
761	0.2288688835	0.9396446494
762	0.2286578506	0.9397721107
763	0.2284597021	0.9397721107
764	0.2282910447	0.9396446494
765	0.2280794214	0.9397721107
766	0.2279026535	0.9398996066
767	0.227677972	0.9401871694
768	0.2275125935	0.9405698779
769	0.2273948674	0.9404422738
770	0.2272575484	0.9405698779
771	0.227070145	0.9406975166
772	0.226853928	0.94082519
773	0.2266400193	0.9409528981
774	0.2264388956	0.9409528981
775	0.2263067215	0.9409528981
776	0.2262359028	0.9409528981
777	0.2261555683	0.9409528981
778	0.2260248204	0.9409528981
779	0.2259103604	0.9409528981
780	0.225761885	0.9412084182
781	0.2256123618	0.9413362303
782	0.2254662712	0.9413362303
783	0.2253544512	0.9415919587
784	0.225242454	0.9415919587
785	0.225111681	0.9415919587
786	0.2249433995	0.9414640771
787	0.2248058273	0.9415919587
788	0.2246645691	0.9420388218
789	0.224379772	0.9419109663
790	0.2242804487	0.9419109663
791	0.2240696905	0.9416236764
792	0.2239268513	0.9416236764
793	0.2238475482	0.9417515275
794	0.2236218464	0.9417515275
795	0.2234772036	0.9418794134
796	0.2233947714	0.9418794134
797	0.2231938955	0.9421667119
798	0.222979992	0.9421667119
799	0.2227783623	0.9425505908
800	0.2225118915	0.9429657795
801	0.2223600786	0.9427097475
802	0.222315188	0.9427097475
803	0.2221696912	0.9431401818
804	0.2220576309	0.9431401818
805	0.2219875859	0.9430122117
806	0.2218584191	0.9430122117
807	0.2217297287	0.9432989691
808	0.2215531056	0.9428842762
809	0.2213737932	0.9431401818
810	0.2212375415	0.9430122117
811	0.221050225	0.9428532646
812	0.2209067409	0.9430122117
813	0.2208529403	0.9430122117
814	0.2207136331	0.9430431245
815	0.2205921117	0.943329718
816	0.2204208594	0.9438415627
817	0.2202839532	0.9438415627
818	0.2201315177	0.9438567941
819	0.2198789645	0.9439848094
820	0.2197274753	0.9438567941
821	0.2196285494	0.9438567941
822	0.2194908506	0.9439848094
823	0.2193283525	0.9442409442
824	0.2191904347	0.9442409442
825	0.2190142367	0.9443690638
826	0.2189130546	0.9446554531
827	0.218812243	0.9446554531
828	0.2186953113	0.9446554531
829	0.2186615543	0.9446554531
830	0.2185481247	0.9446554531
831	0.2184028537	0.9453707469
832	0.2182841681	0.9453707469
833	0.2181526344	0.9453707469
834	0.217864132	0.9456271186
835	0.2177189592	0.9456271186
836	0.2174251225	0.9458836295
837	0.2173054408	0.9462978031
838	0.2171185661	0.9462978031
839	0.2169859568	0.9460119371
840	0.2167918848	0.9455976123
841	0.2165230675	0.9461694915
842	0.2163445271	0.9464261495
843	0.2162091846	0.9467118644
844	0.2160425707	0.9467118644
845	0.2159336595	0.9467118644
846	0.2158283264	0.9468402495
847	0.2156105075	0.9468690702
848	0.215408159	0.9469974244
849	0.2152433589	0.9471258134
850	0.2150881557	0.9472685373
851	0.2149545991	0.9471258134
852	0.2148101807	0.9471258134
853	0.2146898177	0.9471258134
854	0.2145899769	0.9471258134
855	0.2144627852	0.9469974244
856	0.214300982	0.9471258134
857	0.2140749857	0.9468690702
858	0.2139250579	0.9472828297
859	0.2137179723	0.9471258134
860	0.2136164979	0.9468402495
861	0.2134779102	0.9468402495
862	0.2133225097	0.9471258134
863	0.2131936937	0.9465545307
864	0.2130603458	0.9471258134
865	0.2130117553	0.9471258134
866	0.212938723	0.9468402495
867	0.2127919978	0.9469830508
868	0.2125880336	0.9468402495
869	0.2123803951	0.9470971243
870	0.2122361742	0.9470971243
871	0.2121015361	0.947382696
872	0.2119419137	0.9473969631
873	0.2118490177	0.9472685373
874	0.2117755164	0.9475254237
875	0.2116378732	0.9479392625
876	0.2115230408	0.9485094851
877	0.2113544045	0.9476681128
878	0.2111814219	0.9487666034
879	0.2110880992	0.9494648422
880	0.2108953682	0.9495934959
881	0.2107147824	0.9498509081
