iter	Logloss	F1
161	0.3391411745	0.8823951237
162	0.3385348687	0.8827116212
163	0.3378612441	0.8827907811
164	0.3371603325	0.8827907811
165	0.3368306162	0.8823318386
166	0.3361517441	0.8831122266
167	0.3356163195	0.8843635059
168	0.3349244406	0.8858627486
169	0.3344141499	0.8858627486
170	0.3336298982	0.8856809827
171	0.3330185157	0.8871170041
172	0.3324307478	0.8865572594
173	0.3319231918	0.8864777618
174	0.3313719793	0.8870360409
175	0.3308372727	0.8875145648
176	0.3301986894	0.8881319469
177	0.329780768	0.8878127522
178	0.3289802024	0.8893266476
179	0.3287004169	0.889247023
180	0.3282142161	0.8886897293
181	0.3275081015	0.891136974
182	0.327257448	0.8909774436
183	0.3267389714	0.8906795595
184	0.3263744148	0.8907593123
185	0.325659636	0.8911582908
186	0.32506801	0.8909188608
187	0.3245948166	0.8913160251
188	0.3240426088	0.8918338109
189	0.3233186358	0.8927676334
190	0.3228907232	0.8928475517
191	0.3223243197	0.8929274843
192	0.3218844967	0.8938417472
193	0.3214921949	0.8934837093
194	0.321011529	0.8937807606
195	0.3205871139	0.8934837093
196	0.3197873783	0.8944777589
197	0.3192711541	0.8946991404
198	0.3189818418	0.8949346698
199	0.3185720314	0.895033557
200	0.318312571	0.8951937707
201	0.3178682906	0.8954582102
202	0.3172253651	0.8956186722
203	0.3168052851	0.895859473
204	0.316241553	0.8960200789
205	0.3156838383	0.8962424895
206	0.3151950404	0.8967249888
207	0.3144055027	0.8969479354
208	0.3139466634	0.8968674266
209	0.3134097761	0.8971089962
210	0.3129074993	0.8979262052
211	0.3124477013	0.8977650121
212	0.3119139031	0.8980068235
213	0.3114578769	0.8980874562
214	0.3110601316	0.8981681034
215	0.3106149401	0.8982487652
216	0.3102144897	0.8985715569
217	0.3097375867	0.8987512353
218	0.3092933053	0.8986704995
219	0.3086972884	0.8987512353
220	0.3081618751	0.8986704995
221	0.3076516835	0.8985090713
222	0.3073428248	0.8983477011
223	0.3069904086	0.8987876066
224	0.3066072791	0.898626201
225	0.3062436109	0.898626201
226	0.3055881718	0.8988319856
227	0.3052632879	0.8990743237
228	0.3046277605	0.8991551321
229	0.3042720082	0.8990743237
230	0.3038277905	0.8991551321
231	0.3034089707	0.8995327103
232	0.3030026667	0.8996944095
233	0.3025505748	0.8999910145
234	0.3021070861	0.9005932051
235	0.3016550434	0.9005932051
236	0.3008343897	0.9014920007
237	0.3004705693	0.9014920007
238	0.3001026156	0.9014920007
239	0.2996454572	0.9016540813
240	0.2992299685	0.9010079194
241	0.298472667	0.9014844804
242	0.2980702212	0.9018266895
243	0.2975537204	0.9019078474
244	0.2972256711	0.9019078474
245	0.2967786757	0.9025290253
246	0.296230214	0.9025290253
247	0.295922478	0.9028890289
248	0.295564225	0.9034290343
249	0.2950680938	0.903510351
250	0.2947328648	0.9035916824
251	0.2939866765	0.9032955159
252	0.2935636112	0.902970297
253	0.293222263	0.903492978
254	0.2928631392	0.9034116482
255	0.2922918151	0.9033129276
256	0.2919148667	0.9038530789
257	0.291264622	0.904410441
258	0.2905539956	0.9048861694
259	0.2902224457	0.9049676026
260	0.2897829015	0.9048561151
261	0.2895271688	0.9049374944
262	0.289056485	0.9051002968
263	0.2886928422	0.9052631579
264	0.288265913	0.9050490505
265	0.2878961343	0.905802969
266	0.2874922789	0.905802969
267	0.2871750225	0.9059014034
268	0.2866918253	0.9071627573
269	0.2860262086	0.908045977
270	0.2854070459	0.9080945108
271	0.2849949494	0.9092378131
272	0.2843288938	0.9099066762
273	0.2841336639	0.9093194469
274	0.2836830007	0.9099883335
275	0.2834413872	0.9099066762
276	0.2829467375	0.910461152
277	0.2826208339	0.9109675103
278	0.2821512232	0.9111310592
279	0.2817806525	0.9111629576
280	0.2813319825	0.9114401077
281	0.2810378454	0.9113583348
282	0.280557042	0.9118464712
283	0.2801884553	0.9122366652
284	0.2796922884	0.9121076233
285	0.2793969458	0.9123530995
286	0.2790881713	0.9125987078
287	0.2788146819	0.9126806067
288	0.2781348528	0.9130903214
289	0.2778376938	0.9131371141
290	0.2773030189	0.9130551817
291	0.2768993125	0.9128444484
292	0.2766366824	0.9127625202
293	0.276242045	0.913008349
294	0.2759040319	0.9129263914
295	0.2755576604	0.9136755205
296	0.2752874391	0.9145214817
297	0.274965941	0.9146188341
298	0.2745459868	0.9142447076
299	0.274198024	0.9143267247
300	0.2738030572	0.9143626571
301	0.2734275171	0.915193395
302	0.2731474221	0.9151112706
303	0.2727258558	0.916330374
304	0.2722943664	0.915956588
305	0.2719944687	0.9169506726
306	0.27165114	0.9179887066
307	0.2713067511	0.9178622669
308	0.2710156777	0.9181916039
309	0.2704310037	0.9194329804
310	0.270096935	0.9191420623
311	0.269690289	0.9192680301
312	0.269340312	0.9197381401
313	0.269072912	0.9197381401
314	0.2686045884	0.9207060299
315	0.2682968047	0.9208852253
316	0.2680148594	0.9202762084
317	0.2676874751	0.921201255
318	0.2673069542	0.9215598386
319	0.2667891706	0.9213382366
320	0.2665878316	0.9213382366
321	0.2660786675	0.9221943349
322	0.2658474305	0.9215176249
323	0.2653206238	0.923104499
324	0.2650837227	0.9226494577
325	0.2646806255	0.9228148812
326	0.2643857093	0.9226494577
327	0.2641217995	0.9230217761
328	0.2636151959	0.9232699892
329	0.2632136578	0.9236839745
330	0.2629648671	0.9250761785
331	0.2626966626	0.9255176123
332	0.2625119427	0.92568355
333	0.2621246156	0.9263572836
334	0.2617551139	0.926274299
335	0.2612365548	0.9264402831
336	0.2607130576	0.9267724299
337	0.2602955987	0.9269385926
338	0.2599166785	0.9266893709
339	0.2595726325	0.9272710968
340	0.2591842341	0.9271048148
341	0.2589535925	0.9271879484
342	0.2587832648	0.9272710968
343	0.2582361936	0.9275466284
344	0.2581037615	0.9275466284
345	0.2577115513	0.927629809
346	0.2573128899	0.9271748879
347	0.2569062546	0.9279182356
348	0.2565799963	0.9280014346
349	0.256222756	0.9279182356
350	0.2560136356	0.9280014346
351	0.2555289611	0.9282511211
352	0.2551123777	0.9283729269
353	0.2545825052	0.9292820651
354	0.2543399622	0.9294866051
355	0.2539884077	0.9296531947
356	0.253677738	0.9294613247
357	0.2534216027	0.9296279695
358	0.2529990435	0.9308243728
359	0.2526363122	0.930740973
360	0.2524788317	0.9306327299
361	0.2520321949	0.9311704607
362	0.2517376558	0.9311704607
363	0.2514625105	0.9311704607
364	0.25103983	0.9313373969
365	0.2507348074	0.931133429
366	0.2503388954	0.931504393
367	0.2498815684	0.9319118438
368	0.2494952779	0.9319953409
369	0.2492522788	0.932078853
370	0.2489101751	0.932078853
371	0.2486321535	0.9324130513
372	0.2483391763	0.9323294793
373	0.2480499055	0.9323294793
374	0.2476360908	0.9324966383
375	0.2472656369	0.9314675278
376	0.2469595274	0.9318018665
377	0.2466321137	0.9318018665
378	0.24616895	0.9318018665
379	0.2458796117	0.932052778
380	0.2456406555	0.9322201275
381	0.2454341239	0.9323996768
382	0.2451538434	0.9326871298
383	0.2448557383	0.9330220866
384	0.2445717986	0.9329383248
385	0.2442583818	0.9329383248
386	0.2441338096	0.9330220866
387	0.2437265256	0.9338123035
388	0.2434121542	0.9338123035
389	0.2431877254	0.9335249731
390	0.2428993908	0.9336446081
391	0.2427201988	0.9338123035
392	0.242310211	0.9339800593
393	0.2420938709	0.9336927224
394	0.2416800309	0.9338961739
395	0.2412718222	0.933860532
396	0.2410103198	0.9339444594
397	0.2407272934	0.9349622709
398	0.240380692	0.9350462672
399	0.2400481996	0.9351302785
400	0.239619572	0.9353824032
401	0.2393137726	0.9360517334
402	0.2389277466	0.9362542647
403	0.2386281314	0.9362542647
404	0.2384494785	0.9367088608
405	0.2381965792	0.9371746545
406	0.2378191903	0.9373429084
407	0.2375604497	0.9373429084
408	0.2372025725	0.9374270581
409	0.2368723235	0.9375954027
410	0.2364705325	0.9375954027
411	0.2362802507	0.9376795977
412	0.2360504211	0.9385374607
413	0.2356158211	0.9386216798
414	0.2350634625	0.9389587074
415	0.2347800759	0.9392116369
416	0.234472719	0.9393803323
417	0.2341686915	0.939295977
418	0.2340173137	0.939295977
419	0.2335240054	0.9389587074
420	0.2332979775	0.9389587074
421	0.2330279066	0.9388744278
422	0.2327128881	0.9389587074
423	0.2324986516	0.9390430021
424	0.2321086136	0.9394021007
425	0.2318617108	0.9401525348
426	0.2313361631	0.9405745063
427	0.2310031985	0.9404900817
428	0.2307228969	0.9405745063
429	0.2304555845	0.9408597326
430	0.2301613351	0.9409441752
431	0.2298312188	0.940658946
432	0.2293119045	0.9410813724
433	0.2291205426	0.9411659032
434	0.228857292	0.9411659032
435	0.2284172505	0.9410813724
436	0.2279257366	0.9417467014
437	0.2276332176	0.9427494616
438	0.2272858298	0.9422956116
439	0.2269448936	0.9422110553
440	0.2266338771	0.9422110553
441	0.2263775148	0.9423801831
442	0.2261879381	0.9426339887
443	0.2259148082	0.9427186209
444	0.2255829982	0.9424647698
445	0.225186999	0.9426339887
446	0.2249055495	0.9427186209
447	0.2245955327	0.9427186209
448	0.22432884	0.9426339887
449	0.2240542176	0.9428032684
450	0.2238722307	0.9428032684
451	0.2236198396	0.942887931
452	0.2233833129	0.942887931
453	0.2232104283	0.943057302
454	0.2229291233	0.942887931
455	0.222632778	0.94363669
456	0.2222067279	0.9437213895
457	0.2219443567	0.9432267337
458	0.2217117156	0.9440904604
459	0.2214278245	0.9437112847
460	0.2212489474	0.9447434517
461	0.2210430142	0.9449129733
462	0.2207623607	0.9449977568
463	0.2202889799	0.9451673696
464	0.220040917	0.9446739716
465	0.2197904658	0.9444195026
466	0.2194577739	0.9445043103
467	0.2192005732	0.9448436939
468	0.2187964704	0.9453370434
469	0.2185925888	0.9455916682
470	0.2182540586	0.9456765736
471	0.2181100681	0.9455916682
472	0.2178365551	0.9459313814
473	0.217540483	0.9458464302
474	0.2172148016	0.9461863265
475	0.216995945	0.9464702712
476	0.2165747561	0.9463852717
477	0.2163860853	0.9465552861
478	0.2162319659	0.9466403162
479	0.2160619111	0.9471793029
480	0.2156166352	0.9478315525
481	0.2154080225	0.9478315525
482	0.2152299003	0.9479166667
483	0.2148935946	0.9479166667
484	0.214660918	0.948200018
485	0.2145302537	0.948200018
486	0.2142873906	0.9483702972
487	0.2140262723	0.9484554598
488	0.213750726	0.9486258308
489	0.2135921213	0.9490977646
490	0.2134416603	0.9491829772
491	0.2131302368	0.9491555875
492	0.2128903711	0.9496945742
493	0.212655728	0.9498652291
494	0.2124648839	0.950148208
495	0.2122057473	0.9502335609
496	0.211996155	0.9502335609
497	0.2117844813	0.9502335609
498	0.2114207502	0.9505928854
499	0.2109544112	0.9505928854
500	0.2106578627	0.9505075002
501	0.2104487392	0.9507637017
502	0.2102640566	0.9507637017
503	0.2099119721	0.9510200413
504	0.2097026648	0.9509081101
505	0.209393986	0.9506516854
506	0.2089904046	0.9509345794
507	0.2087477728	0.9505662412
508	0.208488184	0.9507371449
509	0.2082858072	0.9508226198
510	0.2081038496	0.9511910112
511	0.2079591961	0.9511910112
512	0.2078345962	0.9511055186
513	0.2076147931	0.9511910112
514	0.2074267485	0.9511055186
515	0.2072360696	0.9511910112
516	0.207062242	0.9511910112
517	0.2068774857	0.9510200413
518	0.2066178204	0.9509345794
519	0.2063836663	0.9515592702
520	0.206146984	0.9514737599
521	0.2057129308	0.9521926671
522	0.2055494825	0.9521668765
523	0.2052745784	0.951995685
524	0.2049795908	0.9519101124
525	0.204579395	0.9533566999
526	0.2042096697	0.9527920151
527	0.2039583597	0.9527920151
528	0.2038259258	0.9528776978
529	0.2036967184	0.9528005035
530	0.2034243751	0.952988764
531	0.203068661	0.9532458191
532	0.2027529381	0.9535030129
533	0.2025934827	0.953588775
534	0.2023600798	0.9536745525
535	0.2021289367	0.953588775
536	0.2018540105	0.9532205829
537	0.2017038436	0.9528437725
538	0.2014476308	0.9535030129
539	0.2012444667	0.9537603454
540	0.2010655626	0.9541895419
541	0.2007955263	0.9541895419
542	0.2005571713	0.9543859649
543	0.2003810657	0.954925776
544	0.1999671621	0.9548398705
545	0.1997266182	0.9551299344
546	0.1995716693	0.9552158273
547	0.1992220324	0.9550197913
548	0.1990027096	0.9551916502
549	0.1987292951	0.9553635709
550	0.1984827272	0.9556455241
551	0.1983160191	0.9557315098
552	0.198126851	0.9557315098
553	0.1979378733	0.9557075981
554	0.197730274	0.9557075981
555	0.1975569766	0.9557075981
556	0.1973332664	0.9557155716
557	0.1970994755	0.9558016023
558	0.196877445	0.9558797047
559	0.1967370098	0.9559895599
560	0.1965120103	0.9559895599
561	0.1963689022	0.9561695617
562	0.1961044519	0.9563652722
563	0.195866191	0.9565373886
564	0.1956743668	0.9566234701
565	0.1953737664	0.9564277998
566	0.1952004113	0.9565139101
567	0.195016252	0.9567801189
568	0.1948606828	0.9569524496
569	0.1945754849	0.9571248424
570	0.1942780487	0.9573835481
571	0.1939669904	0.9572972973
572	0.19383677	0.9573835481
573	0.1936545977	0.9578378378
574	0.1934221984	0.9580967829
575	0.1931678578	0.9580967829
576	0.1929515948	0.9584422609
577	0.1926708183	0.9581831291
578	0.1922897711	0.958355868
579	0.1920951321	0.958355868
580	0.1917816636	0.9585211903
581	0.1915590724	0.9586150933
582	0.1912655354	0.9587879881
583	0.1910280678	0.9587879881
584	0.1907436895	0.9589831425
585	0.1904861888	0.9594375338
586	0.1902983627	0.9595240242
587	0.1901004674	0.9596105301
588	0.1898467279	0.9595240242
589	0.1895918357	0.9594375338
590	0.1893764069	0.9600793007
591	0.1891410787	0.9599927915
592	0.1889460183	0.9600649058
593	0.1886730216	0.9602380308
594	0.1884154092	0.9602380308
595	0.1882060709	0.9602380308
596	0.1880174275	0.9601514605
597	0.187829821	0.9603246168
598	0.187577685	0.9603174603
599	0.1874113266	0.9604112183
600	0.1871637868	0.9607648597
601	0.1869099632	0.9606782107
602	0.1867234352	0.9606782107
603	0.1864863369	0.9608515244
604	0.1863196129	0.9609382048
605	0.1860835615	0.9607648597
606	0.1858700057	0.9609382048
607	0.1857093924	0.9607436152
608	0.1855693727	0.9608515244
609	0.1853902393	0.9607436152
610	0.1851046898	0.9606569211
611	0.1847786773	0.9607436152
612	0.1844645254	0.9615731553
613	0.1843670424	0.9616599008
614	0.1840573568	0.9616599008
615	0.1838723945	0.96122633
616	0.1836608589	0.9614864255
617	0.1834633969	0.9613997114
618	0.1833211281	0.9617742517
619	0.1831533498	0.961680642
620	0.1829582762	0.9619614206
621	0.1827559935	0.9620549797
622	0.1825770411	0.9620481385
623	0.1825108552	0.9620481385
624	0.1822884998	0.962134872
625	0.1820649719	0.9623083859
626	0.1818308185	0.9623951664
627	0.181609855	0.9625687742
628	0.1814533958	0.9630364226
629	0.1811710593	0.9631232531
630	0.1809071772	0.9630364226
631	0.1807707237	0.9631232531
632	0.1805070649	0.963296961
633	0.1802999366	0.9633838384
634	0.180098919	0.9631232531
635	0.1798988943	0.9631232531
636	0.1796244092	0.9633838384
637	0.1793561196	0.963296961
638	0.1790875757	0.9637315049
639	0.1789041038	0.9638184607
640	0.1787484406	0.9642792712
641	0.1784572354	0.9642792712
642	0.1783170036	0.964453266
643	0.1780591245	0.9646273236
644	0.1779283663	0.9646273236
645	0.1776624994	0.9645402869
646	0.1774625541	0.9643469627
647	0.1772504637	0.9645210797
648	0.1769691043	0.9647080061
649	0.1767813745	0.9645210797
650	0.1766360245	0.9649819495
651	0.1762586869	0.9651687421
652	0.1759902743	0.9658844765
653	0.1756450622	0.9657973107
654	0.175412252	0.9658844765
655	0.1752314188	0.9661460684
656	0.1750479016	0.9660588554
657	0.1748858706	0.9658844765
658	0.1746590113	0.9658844765
659	0.1744476627	0.9663205418
660	0.1741509822	0.9663205418
661	0.1739651184	0.9664950781
662	0.1738061797	0.9664078021
663	0.1737036522	0.9663205418
664	0.1734315669	0.9664078021
665	0.1731704549	0.9664078021
666	0.1729763304	0.9664950781
667	0.1727772162	0.9664078021
668	0.1725794675	0.9664950781
669	0.1723869156	0.9665823699
670	0.1722115827	0.9666696775
671	0.1719678989	0.96684434
672	0.1718141492	0.96684434
673	0.1715584891	0.9671064522
674	0.1713262711	0.9672812726
675	0.1710695399	0.9671064522
676	0.1708436207	0.9673687065
677	0.1706233807	0.9673687065
678	0.170307514	0.9681091336
679	0.1701767813	0.9679342426
680	0.1699034004	0.9676311031
681	0.1697487565	0.9675436217
682	0.1696195394	0.9676311031
683	0.1694767725	0.9679985536
684	0.1692264368	0.9688375034
685	0.1690329864	0.9689250226
686	0.1689024627	0.9689250226
687	0.1687359718	0.9689250226
688	0.1686442648	0.9688375034
689	0.1684584752	0.9689250226
690	0.1682652628	0.9689250226
691	0.1681382113	0.9689250226
692	0.1680344042	0.9689250226
693	0.1677084753	0.9690125576
694	0.1674829992	0.96954911
695	0.1672360133	0.9696367251
696	0.166985776	0.9697243561
697	0.1666959474	0.9696257458
698	0.1664656446	0.9693628559
699	0.1663241993	0.9704526972
700	0.1660907135	0.9701897019
701	0.1659472954	0.970540394
702	0.165724316	0.9704526972
703	0.1656011584	0.9697134075
704	0.1654191099	0.9702773512
705	0.1653089796	0.9703650163
706	0.1651404364	0.9704526972
707	0.1648406779	0.9699764876
708	0.1645409739	0.9699764876
709	0.1643999422	0.9699656233
710	0.1641676554	0.9707052441
711	0.1638872562	0.9705190812
712	0.163679637	0.9712581345
713	0.1634927129	0.9712685219
714	0.1632746626	0.9711807751
715	0.163152272	0.9706174849
716	0.1628888823	0.9705297415
717	0.1626654495	0.9706174849
718	0.1625647327	0.9706174849
719	0.1623040963	0.9708808103
720	0.1620658772	0.9708808103
721	0.1618862276	0.9709686172
722	0.16177913	0.9709686172
723	0.1616635398	0.9709686172
724	0.1614701943	0.971252938
725	0.1612652362	0.9715215622
726	0.1610442521	0.9716094033
727	0.1608793647	0.9716094033
728	0.1606344413	0.9714337371
729	0.1603686504	0.9715215622
730	0.1602069554	0.9716972602
731	0.1601126652	0.9716094033
732	0.1599033777	0.9720741075
733	0.1597928031	0.9720741075
734	0.1596588007	0.9718984368
735	0.159447959	0.9720741075
736	0.159312648	0.9721619667
737	0.1592034368	0.9721619667
738	0.1590319237	0.9723377328
739	0.1588418193	0.9723377328
740	0.1587124415	0.9722498418
741	0.1583558073	0.972601501
742	0.1581232992	0.9732514007
743	0.1578979339	0.9734273319
744	0.157697893	0.9735153213
745	0.1575870127	0.9735153213
746	0.1574091288	0.9735153213
747	0.1571682468	0.9736033267
748	0.1569674261	0.9736033267
749	0.156764742	0.9736033267
750	0.1565937372	0.9736033267
751	0.1564797728	0.973691348
752	0.1563756041	0.973691348
753	0.1561209244	0.973691348
754	0.155847798	0.9737793852
755	0.1556108644	0.9738674383
756	0.1555183913	0.9739555073
757	0.1553623535	0.9739555073
758	0.1551262048	0.9738674383
759	0.154841898	0.9741410488
760	0.154617031	0.9744934877
761	0.1544385388	0.9743172364
762	0.1543382262	0.9742291346
763	0.1542199373	0.9742291346
764	0.1540810169	0.9742291346
765	0.1539379215	0.9745027125
766	0.1538410227	0.9745027125
767	0.1536898821	0.974590831
768	0.1535101467	0.9749525274
769	0.1532907648	0.9751288776
770	0.1531089004	0.9753052917
771	0.1529077913	0.9753052917
772	0.1527672155	0.9753935227
773	0.1524958387	0.9753052917
774	0.1523765239	0.9754817697
775	0.1521418028	0.9753935227
776	0.1519996501	0.9753935227
777	0.1518990547	0.9753935227
778	0.1517528434	0.9754817697
779	0.1515880615	0.9753935227
780	0.1515045026	0.9753935227
781	0.1513564364	0.9753935227
782	0.1511635341	0.9759450172
783	0.1509790254	0.9759450172
784	0.1508330015	0.9759450172
785	0.1507028996	0.9753935227
786	0.1505674361	0.9755700326
787	0.1504534568	0.9755700326
788	0.1503170857	0.9755700326
789	0.1501604674	0.9760332821
790	0.1500266893	0.9760332821
791	0.1498496293	0.9760332821
792	0.1497281573	0.976121563
793	0.1496391764	0.9760332821
794	0.1493759664	0.9762981726
795	0.1492424765	0.9763865014
796	0.1490684466	0.9765632069
797	0.1489031815	0.9765632069
798	0.1487713144	0.9767399765
799	0.1485142032	0.9767399765
800	0.1483968932	0.9764748462
801	0.1481829877	0.9766515837
802	0.1480667455	0.9766515837
803	0.1479402942	0.9766515837
804	0.147791277	0.9766515837
805	0.1476491819	0.9766515837
806	0.1475306259	0.9766515837
807	0.1473782253	0.9766515837
808	0.1473098991	0.9766515837
809	0.1470894469	0.9771102868
810	0.1470033635	0.9772871233
811	0.1467799557	0.9773755656
812	0.1465980854	0.9773755656
813	0.1465249579	0.9773755656
814	0.1463912727	0.9775565611
815	0.1461648671	0.9775565611
816	0.1460240679	0.9774681024
817	0.145858677	0.9776450357
818	0.1457530719	0.9776450357
819	0.1455271654	0.9776450357
820	0.1453632651	0.9777335264
821	0.1451561945	0.9777335264
822	0.1450065437	0.9777335264
823	0.1448239503	0.9782844734
824	0.1446346969	0.9783729979
825	0.1443979748	0.9781959649
826	0.1440269838	0.9784615385
827	0.1438922847	0.978550095
828	0.1437281286	0.9788158609
829	0.1435750583	0.9788158609
830	0.143497948	0.9788158609
831	0.1432982364	0.9787272563
832	0.1431578573	0.9789931184
833	0.143036655	0.9789931184
834	0.1428953625	0.9791704401
835	0.1427973906	0.9791704401
836	0.1425455196	0.9790817713
837	0.1423888887	0.9792591251
838	0.142242961	0.9791704401
839	0.1421072879	0.9792591251
840	0.1419528786	0.9792591251
841	0.1418588701	0.9791704401
842	0.1417145465	0.9792591251
843	0.1415638407	0.9793478261
844	0.1413747974	0.9791704401
845	0.1411761193	0.9791704401
846	0.1409177959	0.9793478261
847	0.140840979	0.9793478261
848	0.140685709	0.9796140256
849	0.1405336492	0.9796140256
850	0.1403766545	0.9794365432
851	0.1401816725	0.9795252763
852	0.1399569072	0.9796140256
853	0.1398439743	0.9796140256
854	0.13977323	0.9797027909
855	0.1395934735	0.9796140256
856	0.139482992	0.9797027909
857	0.1393013181	0.9799691834
858	0.1391131592	0.9799691834
859	0.1389780058	0.9801468589
860	0.1388154284	0.9801468589
861	0.1386464953	0.9802357208
862	0.1384102402	0.9801468589
863	0.1382745625	0.9801468589
864	0.1381878152	0.9801468589
865	0.1380154376	0.9804241436
866	0.1378784647	0.9804241436
867	0.1377709208	0.9804241436
868	0.1374832173	0.9805130064
869	0.1372673074	0.9805130064
870	0.1371730813	0.9805130064
871	0.1370097508	0.9806018854
872	0.1369273757	0.9805130064
873	0.13677458	0.9806018854
874	0.1366065829	0.9809713664
875	0.1364450967	0.9809713664
876	0.1362704866	0.9808824862
877	0.1361126894	0.9808824862
878	0.1359450739	0.9811594203
879	0.1358327967	0.9811594203
880	0.1356534935	0.9810602628
881	0.1355797194	0.9810602628
882	0.1354320176	0.9809713664
883	0.1351792342	0.9813371988
